Item1,Item2,Item3,Item4,Number,Name,Code,NbInnov,Remaining1,Remaining2,RemPict1,RemPict2,ScoreLog,CodeReverse,Pict1,Pict2,Pict3,Pict4
0,4,23,33,34,Red_Paint.jpg,0_4_23_33,14,23,33,Antler_Refined.jpg,Container.jpg,0,R0_4_23_33,Container.jpg,Antler_Refined.jpg,Red_Berry.jpg,Gray.jpg
0,5,23,33,35,Blue_Paint.jpg,0_5_23_33,14,23,33,Antler_Refined.jpg,Container.jpg,0,R0_5_23_33,Container.jpg,Antler_Refined.jpg,Blue_Berry.jpg,Gray.jpg
0,0,1,30,36,Big_Log.jpg,0_0_1_30,18,30,0,Big_Axe.jpg,0,320,R0_0_1_30,Big_Axe.jpg,Big_Tree.jpg,Gray.jpg,Gray.jpg
0,0,12,36,37,Big_Log_W_Bark.jpg,0_0_12_36,19,12,0,Stone_Tool1.jpg,0,380,R0_0_12_36,Big_Log.jpg,Stone_Tool1.jpg,Gray.jpg,Gray.jpg
0,0,20,24,101,S_Log_Rd.jpg,0_0_20_24,13,24,0,Stone_Tool2.jpg,0,150,R0_0_20_24,Stone_Tool2.jpg,Log_W_Bark.jpg,Gray.jpg,Gray.jpg
0,0,20,27,102,S_Log_Sq.jpg,0_0_20_27,15,27,0,Stone_Tool5.jpg,0,200,R0_0_20_27,Stone_Tool5.jpg,Log_W_Bark.jpg,Gray.jpg,Gray.jpg
0,0,20,26,103,S_Log_Tr.jpg,0_0_20_26,15,26,0,Stone_Tool4.jpg,0,210,R0_0_20_26,Stone_Tool4.jpg,Log_W_Bark.jpg,Gray.jpg,Gray.jpg
0,0,34,101,104,R_S_Log_Rd.jpg,0_0_34_101,17,34,0,Red_Paint.jpg,0,260,R0_0_34_101,S_Log_Rd,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,102,105,R_S_Log_Sq.jpg,0_0_34_102,20,34,0,Red_Paint.jpg,0,450,R0_0_34_102,S_Log_Sq.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,103,106,R_S_Log_Tr.jpg,0_0_34_103,19,34,0,Red_Paint.jpg,0,370,R0_0_34_103,S_Log_Tr.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,101,107,B_S_Log_Rd.jpg,0_0_35_101,17,35,0,Blue_Paint.jpg,0,270,R0_0_35_101,S_Log_Rd,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,102,108,B_S_Log_Sq.jpg,0_0_35_102,20,35,0,Blue_Paint.jpg,0,460,R0_0_35_102,S_Log_Sq.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,103,109,B_S_Log_Tr.jpg,0_0_35_103,19,35,0,Blue_Paint.jpg,0,390,R0_0_35_103,S_Log_Tr.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,32,34,101,110,S_Log_Rd_R.jpg,0_32_34_101,21,32,34,Brush.jpg,Red_Paint.jpg,540,R0_32_34_101,S_Log_Rd,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,102,111,S_Log_Sq_R.jpg,0_32_34_102,23,32,34,Brush.jpg,Red_Paint.jpg,780,R0_32_34_102,S_Log_Sq.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,103,112,S_Log_Tr_R.jpg,0_32_34_103,21,32,34,Brush.jpg,Red_Paint.jpg,570,R0_32_34_103,S_Log_Tr.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,101,113,S_Log_Rd_B.jpg,0_32_35_101,21,32,35,Brush.jpg,Blue_Paint.jpg,510,R0_32_35_101,S_Log_Rd,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,102,114,S_Log_Sq_B.jpg,0_32_35_102,23,32,35,Brush.jpg,Blue_Paint.jpg,810,R0_32_35_102,S_Log_Sq.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,103,115,S_Log_Tr_B.jpg,0_32_35_103,21,32,35,Brush.jpg,Blue_Paint.jpg,530,R0_32_35_103,S_Log_Tr.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,0,34,110,116,R_S_Log_Rd_R.jpg,0_0_34_110,22,34,0,Red_Paint.jpg,0,700,R0_0_34_110,S_Log_Rd_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,111,117,R_S_Log_Sq_R.jpg,0_0_34_111,24,34,0,Red_Paint.jpg,0,890,R0_0_34_111,S_Log_Sq_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,112,118,R_S_Log_Tr_R.jpg,0_0_34_112,22,34,0,Red_Paint.jpg,0,640,R0_0_34_112,S_Log_Tr_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,113,119,R_S_Log_Rd_B.jpg,0_0_34_113,23,34,0,Red_Paint.jpg,0,790,R0_0_34_113,S_Log_Rd_B.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,114,120,R_S_Log_Sq_B.jpg,0_0_34_114,25,34,0,Red_Paint.jpg,0,950,R0_0_34_114,S_Log_Sq_B.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,115,121,R_S_Log_Tr_B.jpg,0_0_34_115,23,34,0,Red_Paint.jpg,0,820,R0_0_34_115,S_Log_Tr_B.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,110,122,B_S_Log_Rd_R.jpg,0_0_35_110,23,35,0,Blue_Paint.jpg,0,770,R0_0_35_110,S_Log_Rd_R.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,111,123,B_S_Log_Sq_R.jpg,0_0_35_111,25,35,0,Blue_Paint.jpg,0,970,R0_0_35_111,S_Log_Sq_R.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,112,124,B_S_Log_Tr_R.jpg,0_0_35_112,23,35,0,Blue_Paint.jpg,0,830,R0_0_35_112,S_Log_Tr_R.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,113,125,B_S_Log_Rd_B.jpg,0_0_35_113,22,35,0,Blue_Paint.jpg,0,620,R0_0_35_113,S_Log_Rd_B.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,114,126,B_S_Log_Sq_B.jpg,0_0_35_114,24,35,0,Blue_Paint.jpg,0,880,R0_0_35_114,S_Log_Sq_B.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,115,127,B_S_Log_Tr_B.jpg,0_0_35_115,22,35,0,Blue_Paint.jpg,0,650,R0_0_35_115,S_Log_Tr_B.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,32,34,104,128,R_S_Log_Rd_R.jpg,0_32_34_104,22,32,34,Brush.jpg,Red_Paint.jpg,700,R0_32_34_104,R_S_Log_Rd.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,105,129,R_S_Log_Sq_R.jpg,0_32_34_105,24,32,34,Brush.jpg,Red_Paint.jpg,890,R0_32_34_105,R_S_Log_Sq.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,106,130,R_S_Log_Tr_R.jpg,0_32_34_106,22,32,34,Brush.jpg,Red_Paint.jpg,640,R0_32_34_106,R_S_Log_Tr.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,107,131,B_S_Log_Rd_R.jpg,0_32_34_107,23,32,34,Brush.jpg,Red_Paint.jpg,770,R0_32_34_107,B_S_Log_Rd.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,108,132,B_S_Log_Sq_R.jpg,0_32_34_108,25,32,34,Brush.jpg,Red_Paint.jpg,970,R0_32_34_108,B_S_Log_Sq.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,109,133,B_S_Log_Tr_R.jpg,0_32_34_109,23,32,34,Brush.jpg,Red_Paint.jpg,830,R0_32_34_109,B_S_Log_Tr.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,104,134,R_S_Log_Rd_B.jpg,0_32_35_104,23,32,35,Brush.jpg,Blue_Paint.jpg,790,R0_32_35_104,R_S_Log_Rd.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,105,135,R_S_Log_Sq_B.jpg,0_32_35_105,25,32,35,Brush.jpg,Blue_Paint.jpg,950,R0_32_35_105,R_S_Log_Sq.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,106,136,R_S_Log_Tr_B.jpg,0_32_35_106,23,32,35,Brush.jpg,Blue_Paint.jpg,820,R0_32_35_106,R_S_Log_Tr.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,107,137,B_S_Log_Rd_B.jpg,0_32_35_107,22,32,35,Brush.jpg,Blue_Paint.jpg,620,R0_32_35_107,B_S_Log_Rd.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,108,138,B_S_Log_Sq_B.jpg,0_32_35_108,24,32,35,Brush.jpg,Blue_Paint.jpg,880,R0_32_35_108,B_S_Log_Sq.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,109,139,B_S_Log_Tr_B.jpg,0_32_35_109,22,32,35,Brush.jpg,Blue_Paint.jpg,650,R0_32_35_109,B_S_Log_Tr.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,0,24,37,201,BG_Log_Top_Rd.jpg,0_0_24_37,20,24,0,Stone_Tool2.jpg,0,440,R0_0_24_37,Big_Log_W_Bark.jpg,Stone_Tool2.jpg,Gray.jpg,Gray.jpg
0,0,27,37,202,BG_Log_Top_Sq.jpg,0_0_27_37,21,27,0,Stone_Tool5.jpg,0,520,R0_0_27_37,Big_Log_W_Bark.jpg,Stone_Tool5.jpg,Gray.jpg,Gray.jpg
0,0,26,37,203,BG_Log_Top_Tr.jpg,0_0_26_37,21,26,0,Stone_Tool4.jpg,0,550,R0_0_26_37,Big_Log_W_Bark.jpg,Stone_Tool4.jpg,Gray.jpg,Gray.jpg
0,0,24,201,204,BG_Log_Top_Rd_Bt_Rd.jpg,0_0_24_201,21,24,0,Stone_Tool2.jpg,0,560,R0_0_24_201,BG_Log_Top_Rd.jpg,Stone_Tool2.jpg,Gray.jpg,Gray.jpg
0,0,24,202,205,BG_Log_Top_Sq_Bt_Rd.jpg,0_0_24_202,22,24,0,Stone_Tool2.jpg,0,660,R0_0_24_202,BG_Log_Top_Sq.jpg,Stone_Tool2.jpg,Gray.jpg,Gray.jpg
0,0,24,203,206,BG_Log_Top_Tr_Bt_Rd.jpg,0_0_24_203,22,24,0,Stone_Tool2.jpg,0,670,R0_0_24_203,BG_Log_Top_Tr.jpg,Stone_Tool2.jpg,Gray.jpg,Gray.jpg
0,0,27,201,207,BG_Log_Top_Rd_Bt_Sq.jpg,0_0_27_201,22,27,0,Stone_Tool5.jpg,0,710,R0_0_27_201,BG_Log_Top_Rd.jpg,Stone_Tool5.jpg,Gray.jpg,Gray.jpg
0,0,27,202,208,BG_Log_Top_Sq_Bt_Sq.jpg,0_0_27_202,22,27,0,Stone_Tool5.jpg,0,680,R0_0_27_202,BG_Log_Top_Sq.jpg,Stone_Tool5.jpg,Gray.jpg,Gray.jpg
0,0,27,203,209,BG_Log_Top_Tr_Bt_Sq.jpg,0_0_27_203,23,27,0,Stone_Tool5.jpg,0,800,R0_0_27_203,BG_Log_Top_Tr.jpg,Stone_Tool5.jpg,Gray.jpg,Gray.jpg
0,0,26,201,210,BG_Log_Top_Rd_Bt_Tr.jpg,0_0_26_201,22,26,0,Stone_Tool4.jpg,0,690,R0_0_26_201,BG_Log_Top_Rd.jpg,Stone_Tool4.jpg,Gray.jpg,Gray.jpg
0,0,26,202,211,BG_Log_Top_Sq_Bt_Tr.jpg,0_0_26_202,23,26,0,Stone_Tool4.jpg,0,760,R0_0_26_202,BG_Log_Top_Sq.jpg,Stone_Tool4.jpg,Gray.jpg,Gray.jpg
0,0,26,203,212,BG_Log_Top_Tr_Bt_Tr.jpg,0_0_26_203,22,26,0,Stone_Tool4.jpg,0,630,R0_0_26_203,BG_Log_Top_Tr.jpg,Stone_Tool4.jpg,Gray.jpg,Gray.jpg
0,0,34,204,213,R_BG_Log_Top_Rd_Bt_Rd.jpg,0_0_34_204,25,34,0,Red_Paint.jpg,0,960,R0_0_34_204,BG_Log_Top_Rd_Bt_Rd.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,205,214,R_BG_Log_Top_Sq_Bt_Rd.jpg,0_0_34_205,26,34,0,Red_Paint.jpg,0,1130,R0_0_34_205,BG_Log_Top_Sq_Bt_Rd.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,206,215,R_BG_Log_Top_Tr_Bt_Rd.jpg,0_0_34_206,26,34,0,Red_Paint.jpg,0,1060,R0_0_34_206,BG_Log_Top_Tr_Bt_Rd.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,207,216,R_BG_Log_Top_Rd_Bt_Sq.jpg,0_0_34_207,26,34,0,Red_Paint.jpg,0,1080,R0_0_34_207,BG_Log_Top_Rd_Bt_Sq.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,208,217,R_BG_Log_Top_Sq_Bt_Sq.jpg,0_0_34_208,26,34,0,Red_Paint.jpg,0,1020,R0_0_34_208,BG_Log_Top_Sq_Bt_Sq.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,209,218,R_BG_Log_Top_Tr_Bt_Sq.jpg,0_0_34_209,27,34,0,Red_Paint.jpg,0,1180,R0_0_34_209,BG_Log_Top_Tr_Bt_Sq.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,210,219,R_BG_Log_Top_Rd_Bt_Tr.jpg,0_0_34_210,26,34,0,Red_Paint.jpg,0,1030,R0_0_34_210,BG_Log_Top_Rd_Bt_Tr.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,211,220,R_BG_Log_Top_Sq_Bt_Tr.jpg,0_0_34_211,27,34,0,Red_Paint.jpg,0,1190,R0_0_34_211,BG_Log_Top_Sq_Bt_Tr.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,212,221,R_BG_Log_Top_Tr_Bt_Tr.jpg,0_0_34_212,26,34,0,Red_Paint.jpg,0,1070,R0_0_34_212,BG_Log_Top_Tr_Bt_Tr.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,204,222,B_BG_Log_Top_Rd_Bt_Rd.jpg,0_0_35_204,25,35,0,Blue_Paint.jpg,0,940,R0_0_35_204,BG_Log_Top_Rd_Bt_Rd.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,205,223,B_BG_Log_Top_Sq_Bt_Rd.jpg,0_0_35_205,26,35,0,Blue_Paint.jpg,0,1110,R0_0_35_205,BG_Log_Top_Sq_Bt_Rd.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,206,224,B_BG_Log_Top_Tr_Bt_Rd.jpg,0_0_35_206,26,35,0,Blue_Paint.jpg,0,1040,R0_0_35_206,BG_Log_Top_Tr_Bt_Rd.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,207,225,B_BG_Log_Top_Rd_Bt_Sq.jpg,0_0_35_207,26,35,0,Blue_Paint.jpg,0,1050,R0_0_35_207,BG_Log_Top_Rd_Bt_Sq.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,208,226,B_BG_Log_Top_Sq_Bt_Sq.jpg,0_0_35_208,26,35,0,Blue_Paint.jpg,0,1090,R0_0_35_208,BG_Log_Top_Sq_Bt_Sq.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,209,227,B_BG_Log_Top_Tr_Bt_Sq.jpg,0_0_35_209,27,35,0,Blue_Paint.jpg,0,1200,R0_0_35_209,BG_Log_Top_Tr_Bt_Sq.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,210,228,B_BG_Log_Top_Rd_Bt_Tr.jpg,0_0_35_210,26,35,0,Blue_Paint.jpg,0,1120,R0_0_35_210,BG_Log_Top_Rd_Bt_Tr.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,211,229,B_BG_Log_Top_Sq_Bt_Tr.jpg,0_0_35_211,27,35,0,Blue_Paint.jpg,0,1210,R0_0_35_211,BG_Log_Top_Sq_Bt_Tr.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,0,35,212,230,B_BG_Log_Top_Tr_Bt_Tr.jpg,0_0_35_212,26,35,0,Blue_Paint.jpg,0,1100,R0_0_35_212,BG_Log_Top_Tr_Bt_Tr.jpg,Blue_Paint.jpg,Gray.jpg,Gray.jpg
0,32,34,204,231,BG_Log_Top_Rd_Bt_Rd_R.jpg,0_32_34_204,28,32,34,Brush.jpg,Red_Paint.jpg,1260,R0_32_34_204,BG_Log_Top_Rd_Bt_Rd.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,205,232,BG_Log_Top_Sq_Bt_Rd_R.jpg,0_32_34_205,29,32,34,Brush.jpg,Red_Paint.jpg,1440,R0_32_34_205,BG_Log_Top_Sq_Bt_Rd.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,206,233,BG_Log_Top_Tr_Bt_Rd_R.jpg,0_32_34_206,28,32,34,Brush.jpg,Red_Paint.jpg,1280,R0_32_34_206,BG_Log_Top_Tr_Bt_Rd.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,207,234,BG_Log_Top_Rd_Bt_Sq_R.jpg,0_32_34_207,29,32,34,Brush.jpg,Red_Paint.jpg,1410,R0_32_34_207,BG_Log_Top_Rd_Bt_Sq.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,208,235,BG_Log_Top_Sq_Bt_Sq_R.jpg,0_32_34_208,29,32,34,Brush.jpg,Red_Paint.jpg,1400,R0_32_34_208,BG_Log_Top_Sq_Bt_Sq.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,209,236,BG_Log_Top_Tr_Bt_Sq_R.jpg,0_32_34_209,29,32,34,Brush.jpg,Red_Paint.jpg,1490,R0_32_34_209,BG_Log_Top_Tr_Bt_Sq.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,210,237,BG_Log_Top_Rd_Bt_Tr_R.jpg,0_32_34_210,28,32,34,Brush.jpg,Red_Paint.jpg,1320,R0_32_34_210,BG_Log_Top_Rd_Bt_Tr.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,211,238,BG_Log_Top_Sq_Bt_Tr_R.jpg,0_32_34_211,29,32,34,Brush.jpg,Red_Paint.jpg,1550,R0_32_34_211,BG_Log_Top_Sq_Bt_Tr.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,34,212,239,BG_Log_Top_Tr_Bt_Tr_R.jpg,0_32_34_212,28,32,34,Brush.jpg,Red_Paint.jpg,1300,R0_32_34_212,BG_Log_Top_Tr_Bt_Tr.jpg,Red_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,204,240,BG_Log_Top_Rd_Bt_Rd_B.jpg,0_32_35_204,28,32,35,Brush.jpg,Blue_Paint.jpg,1330,R0_32_35_204,BG_Log_Top_Rd_Bt_Rd.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,205,241,BG_Log_Top_Sq_Bt_Rd_B.jpg,0_32_35_205,29,32,35,Brush.jpg,Blue_Paint.jpg,1500,R0_32_35_205,BG_Log_Top_Sq_Bt_Rd.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,206,242,BG_Log_Top_Tr_Bt_Rd_B.jpg,0_32_35_206,28,32,35,Brush.jpg,Blue_Paint.jpg,1310,R0_32_35_206,BG_Log_Top_Tr_Bt_Rd.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,207,243,BG_Log_Top_Rd_Bt_Sq_B.jpg,0_32_35_207,29,32,35,Brush.jpg,Blue_Paint.jpg,1530,R0_32_35_207,BG_Log_Top_Rd_Bt_Sq.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,208,244,BG_Log_Top_Sq_Bt_Sq_B.jpg,0_32_35_208,29,32,35,Brush.jpg,Blue_Paint.jpg,1480,R0_32_35_208,BG_Log_Top_Sq_Bt_Sq.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,209,245,BG_Log_Top_Tr_Bt_Sq_B.jpg,0_32_35_209,29,32,35,Brush.jpg,Blue_Paint.jpg,1420,R0_32_35_209,BG_Log_Top_Tr_Bt_Sq.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,210,246,BG_Log_Top_Rd_Bt_Tr_B.jpg,0_32_35_210,28,32,35,Brush.jpg,Blue_Paint.jpg,1270,R0_32_35_210,BG_Log_Top_Rd_Bt_Tr.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,211,247,BG_Log_Top_Sq_Bt_Tr_B.jpg,0_32_35_211,29,32,35,Brush.jpg,Blue_Paint.jpg,1450,R0_32_35_211,BG_Log_Top_Sq_Bt_Tr.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,32,35,212,248,BG_Log_Top_Tr_Bt_Tr_B.jpg,0_32_35_212,28,32,35,Brush.jpg,Blue_Paint.jpg,1290,R0_32_35_212,BG_Log_Top_Tr_Bt_Tr.jpg,Blue_Paint.jpg,Brush.jpg,Gray.jpg
0,0,34,231,249,R_BG_Log_Top_Rd_Bt_Rd_R.jpg,0_0_34_231,29,34,0,Red_Paint.jpg,0,1430,R0_0_34_231,BG_Log_Top_Rd_Bt_Rd_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,232,250,R_BG_Log_Top_Sq_Bt_Rd_R.jpg,0_0_34_232,30,34,0,Red_Paint.jpg,0,1660,R0_0_34_232,BG_Log_Top_Sq_Bt_Rd_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,233,251,R_BG_Log_Top_Tr_Bt_Rd_R.jpg,0_0_34_233,29,34,0,Red_Paint.jpg,0,1390,R0_0_34_233,BG_Log_Top_Tr_Bt_Rd_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,234,252,R_BG_Log_Top_Rd_Bt_Sq_R.jpg,0_0_34_234,30,34,0,Red_Paint.jpg,0,1710,R0_0_34_234,BG_Log_Top_Rd_Bt_Sq_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,235,253,R_BG_Log_Top_Sq_Bt_Sq_R.jpg,0_0_34_235,30,34,0,Red_Paint.jpg,0,1600,R0_0_34_235,BG_Log_Top_Sq_Bt_Sq_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
0,0,34,236,254,R_BG_Log_Top_Tr_Bt_Sq_R.jpg,0_0_34_236,30,34,0,Red_Paint.jpg,0,1690,R0_0_34_236,BG_Log_Top_Tr_Bt_Sq_R.jpg,Red_Paint.jpg,Gray.jpg,Gray.jpg
